Gene	Length
Gm38277	1367
Gm28721	918
Gm28723	1001
Gm27648	107
Gm28722	1036
Gm35048	2802
Cops8	4448
Gm9991	1207
Col6a3	11963
Gm36970	1859
4930474B08Rik	837
Mlph	5357
Prlh	276
Rab17	1992
Gm28199	619
Lrrfip1	6469
Rbm44	6518
Gm7776	720
Ramp1	3022
Ube2f	8842
Gm7785	892
Scly	4549
Gm17090	490
Espnl	5445
Klhl30	3089
Erfe	2815
Ilkap	5556
1700020N18Rik	547
Hes6	1808
Per2	5856
Gm28381	193
Gm28382	1669
Gm19085	2162
Traf3ip1	3712
Asb1	6432
Gm28380	385
Gm29100	4410
Twist2	3174
Gm29101	1471
Gm37600	3292
Hdac4	15813
Gm37048	5578
Gm37036	2506
Gm29099	760
Gm7837	412
Ndufa10	3331
Mir6900	60
Olfr1416	4838
Olfr1415	2815
Olfr1414	6083
Olfr1413	1724
1700054K02Rik	376
Gm28478	183
Olfr1412	3663
Gm44098	46
Olfr1411	1901
Gm44099	112
Olfr1410	7927
Olfr12	4158
Cops9	1499
Otos	3082
Gm29483	1078
Gm29482	230
Gm29481	1049
Gpc1	5159
Gm29480	1655
Mir149	66
Ankmy1	4846
Dusp28	1314
5033417F24Rik	1787
Rnpepl1	9467
9430060I03Rik	1689
Capn10	4346
Gpr35	4839
Gm18697	2126
Aqp12	1088
Kif1a	9330
Gm28086	317
Agxt	1697
Mab21l4	2368
Crocc2	7132
Sned1	9491
Mir6901	62
Mterf4	5271
Gm28535	885
Gm7867	546
Pask	9060
Ppp1r7	10495
Mir6902	64
Mir6345	128
Gm26446	103
Ano7	3984
Hdlbp	11320
Gm17415	789
Sept2	7979
Farp2	5235
Gm37250	2388
Stk25	5812
Gm28536	1317
Bok	1840
Thap4	6519
Gm10550	982
Atg4b	8278
Dtymk	2631
Ing5	4729
Gm22089	102
D2hgdh	4281
Gal3st2	3063
Gm18666	958
Gal3st2b	2748
Gm7889	958
Gal3st2c	9667
Neu4	4637
Pdcd1	1930
Gm7891	843
Gm7895	1173
Gm23389	69
4930440C22Rik	1607
Gm23181	110
Gm5264	848
Fam174a	4814
BC055308	2538
Gm15427	531
St8sia4	20091
Gm37642	1735
4930598F16Rik	761
Gm37761	2098
Gm22360	107
1700063A18Rik	356
Gm24586	89
Gm22917	110
Gm37076	2294
Gm29601	1349
4930533P14Rik	583
Gm26245	107
Gm1833	682
Gm26078	128
Slco4c1	4908
Panct2	4120
Slco6b1	2492
Gm9499	964
Gm28901	474
Gm6430	1248
Slco6c1	2842
Gm7133	2039
Gm7135	2255
Gm37171	1185
D1Ertd622e	41324
AC099860.1	1444
Ppip5k2	14381
Gin1	6048
Pam	11892
Gm37140	1684
Gm25413	312
Gm3531	489
B230216N24Rik	5853
Gm24465	107
1810006J02Rik	1882
Gm29461	4176
Gm7952	984
Gm29462	288
Slco6d1	3173
Gm3555	1395
Gm26134	110
Gm7967	5950
Gm29460	714
Gm23434	100
Gm18248	1846
Cntnap5b	5205
Prdx2-ps1	597
Gm37877	2709
Gm19029	564
Gm23602	132
Gm29668	315
Gm29667	490
Gm18700	553
Gm18185	667
Gm29334	357
Gm25537	109
Gm20268	845
Gm28801	449
Psmb6-ps2	705
Gm18969	730
Gm28188	236
Gm28187	2134
Gm24122	132
Gm28623	192
Gm23036	99
Gm3116	1116
Gm20281	267
Gm22034	134
Gm18728	753
Gm23965	142
Gm29141	882
Gm37789	2889
Gm18447	307
Gm29140	476
Gm23537	330
Gm5260	949
Gm29592	370
Gm29011	712
Cdh20	4012
Gm38031	3015
n-R5s216	112
Gm36969	2809
Gm15699	280
Gm29012	469
Gm29013	237
Rnf152	8532
Gm29014	326
Gm17634	1655
Gm28403	2710
Gm3608	2858
Pign	13595
Gm28404	453
Gm20302	275
Gm22426	96
Gm8004	617
Relch	9500
Gm37566	4355
Gm10193	231
Tnfrsf11a	5985
Gm37779	3380
Gm26214	107
Gm18801	536
Gm7160	1417
Zcchc2	6774
Gm37372	3311
Gm26509	948
Gm20753	545
Phlpp1	6752
Gm38235	4952
A530053M12Rik	1467
Gm6651	271
Bcl2	9157
D630008O14Rik	2056
Mir3473f	136
Gm37053	2087
Kdsr	8147
Vps4b	8905
Serpinb5	2750
Pou2f3-rs1	1046
Serpinb12	2498
Serpinb13	1672
Gm8080	1155
Serpinb3a	1631
Serpinb3d	1216
Gm15388	726
Serpinb3b	1688
Gm8084	752
Gm15390	738
Serpinb3c	1659
Gm8089	968
Serpinb11	2186
Gm15391	257
Serpinb7	1957
Gm24553	131
Serpinb2	2349
Serpinb10	3490
Serpinb8	4795
Gm15389	666
Gm24267	107
Gm22438	132
D830032E09Rik	3629
Gm18448	599
Gm28282	186
Gm5702	2469
Gm38212	2756
Gm28283	178
Gm6679	1869
Gm17847	1127
Gm28281	187
Gm22159	130
Gm25293	285
Gm8141	1723
Cdh7	10037
Gm18552	538
Gm3332	928
Gm6693	813
Cdh19	4280
Gm38255	2996
Gm36944	2759
Gm29088	581
Gm19927	781
Gm8173	1977
Gm37934	402
Dsel	5763
Gm6028	574
Gm17752	7214
Gm6717	838
Gm19086	665
Gm18406	669
Gm22331	136
Gm8204	2144
Gm28190	722
Gm28189	571
Gm17946	538
Gm18181	736
Gm24937	134
9330185C12Rik	1009
Gm4854	574
Gm17916	2093
Cntnap5a	10945
Gm23393	72
Gm28263	400
Gm19965	3030
Gm17777	1276
Gm24030	164
Gm27785	110
Gm28361	474
Zfp813-ps	3124
Gm28362	2420
Gm28363	673
Gm28359	1322
Gm18182	1251
B020011L13Rik	2879
Gm28360	1491
Gm28169	345
Gm7195	1707
Gm28168	2630
Gm7145	1794
Gm28358	636
Gm29489	324
Gm29490	342
Gm29104	222
Gm29106	4012
Gm7200	1163
Tsn	9046
Nifk	1965
Gm28867	2166
Clasp1	21844
Gm26080	131
2900060B14Rik	616
Gm22710	125
Gm28466	659
Tfcp2l1	9438
Gm22094	117
Gm28882	314
Gm23497	130
Gm28467	318
Gli2	6869
Mir6346	81
Gm26831	1380
Gm8321	980
Gm3508	792
Gm29456	768
Gm29455	3888
Inhbb	4255
Ralb	4930
Gm29454	393
Gm27184	607
Tmem185b	2824
3830432H09Rik	2637
Gm25322	104
Epb41l5	14758
Gm37219	926
Ptpn4	11321
Gm3851	318
Gm37745	8163
Gm29657	342
Gm8338	363
Gm29658	230
Gm3551	664
Gm28209	775
Tmem177	3341
Cfap221	2915
Gm17973	520
Sctr	2012
Tmem37	1311
Dbi	1422
3110009E18Rik	2428
Steap3	5715
C1ql2	2000
1700012E03Rik	1377
Marco	1925
En1	2624
2610027F03Rik	1154
Gm29346	255
Gm29345	399
Gm29344	210
Gm29348	779
Gm29347	449
Gm37043	3105
Celrr	3876
Gm29359	495
Gm38283	695
Insig2	3473
Gm37174	3058
2210011K15Rik	1741
Ccdc93	11445
Gm15392	778
Gm15393	219
Htr5b	1935
Gm8217	465
Ddx18	2483
Gm28591	183
Gm37920	749
Gm15394	1308
Gm8392	835
Gm26472	83
Gm28590	1609
Gm24547	149
Gm36982	1128
Gm25771	144
Gm29192	377
Gm37970	1732
Gm8403	1298
Gm28911	117
Gm20058	284
Gm28912	234
Dpp10	17227
Gm37478	3495
Gm37221	3007
Gm24791	131
Gm37066	2061
Gm37781	3218
Gm37396	1495
Gm38263	3059
Gm28929	1193
Gm18875	882
Gm37551	2861
Gm38073	3665
Gm25578	104
Gm28299	339
Gm37717	3027
1700121L03Rik	704
Actr3	4631
Gm28706	355
Slc35f5	2956
Gm18444	629
Gpr39	3015
Lypd1	7038
Nckap5	12100
Gm37161	2697
Gm37936	1322
Gm38177	1040
4930599A14Rik	527
Gm5261	713
Mgat5	10291
Gm37772	1394
Gm37510	4762
Gm8451	447
Gm23370	130
Gm23734	109
Gm38301	543
Tmem163	4292
Acmsd	2831
2900009J06Rik	503
Ccnt2	12345
Map3k19	5345
Rab3gap1	11739
Zranb3	9079
Gm28800	2243
Gm38248	5783
Rpl28-ps1	414
Gm37625	4872
Gm38026	3880
R3hdm1	31486
Gm29383	480
Gm37588	2496
Gm37868	2735
Gm37407	1316
Mir128-1	70
Ubxn4	4659
Lct	6406
Mcm6	4666
Dars	4358
Gm23902	134
Gm29598	588
Gm29597	308
Gm25384	105
Gm6170	1388
Cxcr4	1808
Gm29599	422
Gm26686	3467
Gm23056	111
Thsd7b	12171
Gm38240	2487
Gm38330	959
Gm36951	2687
Gm15790	1251
Rpl31-ps9	378
Gm37479	3841
Gm37064	2231
Gm37278	2872
Gm29428	409
Gm16081	684
Cd55b	1675
Cd55os	2438
Gm15675	3681
Cd55	4853
Gm16083	2547
Gm37109	2254
Gm37283	1571
Zp3r	2121
Gm23623	107
C4bp	6730
Gm29427	1909
C4bp-ps1	706
Pfkfb2	7254
Yod1	6128
Gm37163	1690
AA986860	3640
Gm28857	425
Gm28856	2828
Fcamr	1911
Gm15848	1066
Pigr	4025
Fcmr	1736
Il24	1386
Il20	1186
Il19	1149
Il10	1310
Mapkapk2	3041
Gm25549	94
Gm37084	5898
Gm25717	353
Dyrk3	3178
Eif2d	7374
Rassf5	3997
Gm17796	1213
Ikbke	9018
Gm28914	667
Gm28913	364
Srgap2	12560
Gm38262	1382
Gm37954	2071
Gm29488	2402
Gm29487	256
Gm24273	164
Fam72a	2191
Avpr1b	4023
Gm8532	461
Ctse	3170
Rab7b	4624
Slc26a9	5226
Pm20d1	7028
Slc41a1	4912
Rab29	1468
Gm29105	450
Nucks1	6779
Gm38067	1911
Gm37676	507
Gm29103	598
Slc45a3	3563
Elk4	6407
Mfsd4a	7187
Gm26034	116
Gm37120	5959
Cdk18	4764
Gm29629	386
Lemd1	5526
Gm29695	5271
Mir135b	97
Gm10188	720
Gm29630	359
Gm7241	357
Klhdc8a	4269
Nuak2	3920
F730311O21Rik	5447
Tmcc2	5692
Gm15849	335
Dstyk	9345
6030442K20Rik	2222
Rbbp5	3930
Tmem81	2018
Cntn2	9304
Nfasc	14145
Gm10538	1877
Gm22609	121
Lrrn2	3595
Gm44300	121
Gm38308	1809
Mdm4	14798
Gm29257	639
Pik3c2b	9237
Gm28609	463
Gm26616	3107
Ppp1r15b	5594
Plekha6	12530
Gm19461	3429
Golt1a	1919
Gm28040	1623
Kiss1	779
Ren1	1657
Etnk2	4566
Sox13	4312
Gm8596	792
Gm23939	133
Snrpe	1372
Zc3h11a	6031
Gm38394	10156
Lax1	2309
Atp2b4	12248
Mir6903	88
Gm37368	3212
Gm10537	1698
Gm28441	1343
Optc	2575
Gm15851	662
Prelp	3615
Gm1627	2588
Gm18970	938
Fmod	3306
Btg2	2743
Gm38140	2755
Gm8618	432
Chit1	1815
Chil1	2804
Mybph	2329
Adora1	5785
Gm24517	107
Myog	1495
Ppfia4	6572
Tmem183a	3564
Mgat4f	1768
Cyb5r1	4437
Adipor1	5025
Platr1	3316
Gm37935	982
Klhl12	11395
Rabif	2861
Gm25612	126
Gm15454	483
Gm29376	835
Mgat4e	1832
Kdm5b	16555
Gm26783	2377
Syt2	7638
Ppp1r12b	14983
Gm37949	2091
Gm22232	94
Gm37677	7634
Gm28892	2721
Ube2t	4836
Lgr6	6851
Ptprv	6987
Gm10535	915
Ptpn7	6102
Arl8a	2299
Gm26280	101
Gm15445	603
Gpr37l1	2269
Gm4204	1231
Gm26642	2782
Elf3	2217
Rnpep	6977
Timm17a	7893
Lmod1	3948
Gm22796	106
Shisa4	2418
Ipo9	8233
Gm28277	885
Nav1	18814
Mir1231	81
2610012C04Rik	1023
Gm37333	2251
Gm4793	2616
Csrp1	1956
Phlda3	1559
Tnni1	3600
Lad1	3400
Tnnt2	7752
Gm28883	369
Pkp1	5024
Gm36938	2696
Igfn1	8996
Tmem9	2726
Ascl5	567
Cacna1s	6550
Gm37014	2253
Gm37759	3246
Gm15850	2049
Kif21b	12184
Mroh3	3230
Inava	4977
Gm26568	1594
A430034D21Rik	1802
Gm37552	2520
Gm26781	1477
Gpr25	1077
Camsap2	9195
9230116N13Rik	3589
Ddx59	2953
Kif14	10358
Gm29486	372
Gm29485	282
Gm37799	547
Gm33994	2414
4933409D19Rik	1557
Platr23	2439
Zfp281	4937
Gm19705	1558
Platr22	1617
Gm24086	98
Gm22132	100
Gm8762	339
Gm29718	477
Gm17781	649
Nr5a2	5899
Gm23763	60
Gm25609	104
Gm37057	1916
1700006P03Rik	409
Gm23534	97
Gm37903	2381
Gm22727	116
Gm37099	3451
Gm37293	295
Gm4258	1453
Gm37298	3868
Gm26979	217
Gm37124	1992
A130050O07Rik	3023
Gm26936	498
Gm26930	1244
D130019J16Rik	2158
Gm37534	5222
Mir181a-1	87
Mir181a-1hg	3388
Mir181b-1	80
Gm37632	1142
Gm23782	120
Ptprc	18313
A130071D04Rik	5864
Gm18667	484
Gm28556	673
1700113B19Rik	420
Atp6v1g3	1887
Gm28500	151
Nek7	7376
Gm28501	421
Gm37080	2404
Gm37101	3660
Gm5833	2248
Gm8790	322
Lhx9	9494
2310009B15Rik	1750
1700019P21Rik	411
n-R5s217	116
Gm3933	439
Gm37045	2463
Dennd1b	19408
Gm37423	3342
4930596I21Rik	461
Gm18553	634
Gm16305	556
Gm37470	2798
Gm43544	2472
Gm37655	4123
Gm16304	775
Gm37718	2631
Crb1	14432
4933436E23Rik	1111
Gm34816	502
Zbtb41	8400
Aspm	11590
F13b	2532
Cfhr1	1931
Cfhr3	1022
Gm26271	104
Gm4788	3187
Gm25619	104
Cfhr2	2326
Gm16332	2967
Gm5837	1369
Gm5834	1026
Gm38266	421
Gm26048	142
Gm38019	380
Cfh	8383
Kcnt2	6983
Gm37777	3366
4930590L20Rik	553
Gm37371	392
Gm4845	562
Gm25457	107
Gm22016	114
Gm37599	489
Gm37142	3110
Gm37604	1272
Gm18183	615
Gm28724	916
Gm37796	134
Gm5835	1270
Cdc73	17613
B3galt2	9288
Gm6397	1069
Glrx2	8772
Ro60	9541
Uchl5	2921
Gm29170	3666
Gm25663	135
Rgs2	3627
Rgs13	1655
Rbm6-ps2	1534
Rgs1	6947
Gm7266	405
Rgs21	3941
Gm23672	107
Rgs18	2031
Gm8856	1144
Gm22681	106
Gm25708	102
Gm6550	993
Gm5262	996
Gm25460	127
Gm28392	393
Gm38269	3298
Gm29514	2516
Gm5263	601
Gm38187	4709
Brinp3	7003
Gm15583	3510
A230059L01Rik	4376
Gm15584	759
Gm37749	1899
Gm9931	1185
Gm17867	391
Gm38284	4539
Gm29516	468
Gm29515	2077
Gm22966	129
Gm19891	303
Gm18505	790
Gm4034	480
Gm29022	225
Gm5703	3973
Gm15443	820
Gm18751	2013
Gm29020	290
Gm18701	1536
Gm37630	1456
Gm38189	1457
Gm29398	1721
Gm37096	2058
Gm37775	2313
Gm23535	106
n-R5s218	109
Pla2g4a	6391
n-R5s219	132
Gm19136	2067
Gm44329	112
Ptgs2os	4330
Ptgs2	4580
Gm9687	602
Ptgs2os2	1745
Rbm3-ps	465
Gm4322	336
Pdc	3350
2310030A07Rik	610
Gm37764	2150
Odr4	4100
Tpr	10496
Prg4	4280
Ska2l-ps	360
Hmcn1	21191
Gm20631	6845
Gm29188	767
Gm22756	107
Gm37671	2096
Gm19087	946
Gm8941	899
C730036E19Rik	1102
Gm47985	1707
Gm8947	1679
Gm47995	903
3110040M04Rik	945
Gm47996	942
Gm24402	91
Gm10138	2843
Ivns1abp	5435
Swt1	12865
Trmt1l	8211
Mir7682	58
Gm37893	2437
Rnf2	4127
Gm36527	3029
Gm29072	678
Gm19503	241
Gm28181	687
Fam129a	7380
2810414N06Rik	1381
Edem3	6381
1700025G04Rik	11788
Gm25279	133
Gm28610	406
Gm8964	805
Gm38238	346
Tsen15	4195
Colgalt2	4245
Gm15618	452
Rgl1	6907
Gm15479	1133
Gm7278	1401
Gm28792	419
Apobec4	1566
Arpc5	2276
Ncf2	8478
Smg7	6341
Gm28791	1779
1700040K01Rik	438
Gm8976	703
Nmnat2	5781
Gm28960	99
Lamc2	8039
Lamc1	8272
Gm38009	3341
Gm8818	1047
E330020D12Rik	2287
Shcbp1l	3710
Gm25588	140
Gm37669	820
Dhx9	9603
Npl	2961
Gm6652	1070
Rgs8	9640
Gm29529	714
5530400K19Rik	1916
C230024C17Rik	3337
Rgs16	2339
Gm28513	613
Rnasel	6641
Gm28512	762
Rgsl1	5219
Teddm2	4905
Teddm1b	2527
Gm38352	2557
Teddm1a	1317
Mir8114	111
Glul	3782
Gm29290	597
Gm29291	842
Gm28286	586
A830008E24Rik	5637
Gm25336	105
Zfp648	1892
4930452N14Rik	613
4930532M18Rik	786
n-R5s220	120
Gm18727	553
Cacna1e	25228
Gm29282	473
Gm29441	211
Gm9530	3281
Ier5	3276
Mr1	5981
Stx6	10637
Gm8850	588
BC034090	8222
Gm37622	285
Xpr1	17880
Gm22569	124
Gm5532	2206
Acbd6	6453
Lhx4	5740
Gm37089	129
Qsox1	8291
Gm37539	235
Gm37571	614
Cep350	16520
Gm38038	259
Gm36934	306
Gm37383	745
Gm23744	149
Gm9694	1189
Tor1aip1	5406
9430034N14Rik	3785
Tor1aip2	9218
Fam163a	3882
Gm38113	201
Tdrd5	6937
A430050A11Rik	646
4930518J20Rik	1478
Nphs2	3116
Axdnd1	6014
Gm2000	445
Soat1	9791
Gm37648	2563
Csnk2a3	2633
Abl2	10800
Gm38043	5141
Tor3a	3892
Fam20b	8770
Gm19918	400
Gm15428	333
Ralgps2	12085
Gm28693	2638
Angptl1	2841
Gm37802	2643
Gm37943	3944
4930439D14Rik	359
Gm28694	722
Gm10531	2303
Tex35	1093
Gm30694	1230
Rasal2	13740
Gm37788	2705
Gm37578	1177
Gm6058	399
Gm37060	2397
2810025M15Rik	1410
Cryzl2	2534
Gm15486	604
Sec16b	5410
Gm37682	522
Gm7412	605
Gm37713	198
Gm38213	173
Gm38256	950
Brinp2	8767
Astn1	9839
Gm37861	2869
Gm37679	1192
Mir488	109
Gm37367	2602
Gm37848	3103
Pappa2	10294
1600012P17Rik	2592
4930562F17Rik	960
Gm4953	483
Gm7430	1144
Cop1	17516
Gm37115	2849
Gm37088	406
Scarna3a	140
Mir1843b	66
Gm31256	506
Gm37757	210
Tnr	12867
Gm37731	2237
Gm10530	1252
Gm38039	443
Gm24719	110
Gm37294	494
4930523C07Rik	10195
4930562F07Rik	897
Tnn	5817
Mrps14	3258
Cacybp	2390
4933417C20Rik	1874
Rabgap1l	23232
Gm36975	1828
Mir1927	109
9430087J23Rik	1152
Gm37529	4321
Gm37212	3650
Gpr52	1637
Gm37215	1259
Gm38302	2076
6720464F23Rik	3496
Gm23528	132
Gm37873	2280
Gm37328	640
Gm38329	427
Gm38126	4003
Gm37083	711
Gm38060	464
Gm24988	121
Gm6177	465
Rc3h1	11423
Gm37052	1831
Gm37809	931
Gm37653	3578
Serpinc1	8546
Gm37729	1172
Gm37072	837
Zbtb37	18814
Gm37362	634
Gas5	3760
Gm26224	80
Gm22489	62
Gm22357	83
Gm23212	60
Snord78	66
Gm50452	84
Snord80	81
Snord47	77
Gm25789	76
Dars2	5195
Gm37634	650
Cenpl	5695
Klhl20	12847
Ankrd45	3735
Tex50	1192
Gm6185	3866
Prdx6	4804
Gm19057	1197
Tnfsf4	1842
Tnfsf18	2066
Gm25488	118
Gm37638	1123
Gm15429	798
Gm5049	1590
Fasl	1937
Gm37357	3123
Suco	8928
Gm7496	1034
Gm31925	829
4930558K02Rik	1167
Pigc	4250
Gm38304	600
Dnm3	24452
2810442N19Rik	928
Gm37767	1834
Dnm3os	7928
Mir199a-2	110
Mir214	110
Gm16101	430
Gm10176	2264
Eef1aknmt	9740
Vamp4	4565
Gm5705	711
Myoc	2074
Myocos	969
Prrc2c	16092
Gm27616	63
Fmo4	3707
Fmo1	6304
Fmo2	5609
Fmo6	1957
Fmo3	2413
Gm37273	539
Mroh9	2956
Gm22671	134
Gm37049	1983
Gm22434	122
Prrx1	11066
Gm20471	626
Gm37644	2270
Gorab	2855
Gm24940	108
Gm29500	1344
Rpsa-ps1	886
Mettl11b	1848
Gm2343	1042
Kifap3	4012
Scyl3	5802
BC055324	4148
Mettl18	1513
Gm37119	389
Sele	2912
Sell	5911
Selp	4413
Gm16587	863
Gm16548	1226
F5	7430
Gm16588	355
Slc19a2	3838
Ccdc181	1909
Blzf1	5336
Nme7	5876
Gm37411	2282
Atp1b1	3081
Gm32391	540
Gm37732	316
Gm26685	2023
D630023O14Rik	3099
Gm37754	452
Gm37853	660
Gm37184	650
Gm36945	892
Dpt	1724
Gm32569	823
Gm20743	4171
Gm37403	3521
Xcl1	523
1700029M03Rik	685
Gm26042	112
4930568G15Rik	3611
Tbx19	3192
Gm16550	126
Sft2d2	5702
Tiprl	5473
Gm38190	4755
Gpr161	6962
Dcaf6	6424
Gm38368	1335
Gm24637	85
Gm37864	3075
Mpc2	7344
Gm37860	1034
Adcy10	8739
Gm18186	1580
Gm38325	1377
Gm23599	251
Gm23208	127
Gm38210	809
Mpzl1	3550
Gm37559	832
Gm18407	790
Rcsd1	10131
Gm44458	143
Gm37073	1222
Gm34767	1062
Creg1	2362
Gm36972	676
Gm16565	2181
Gm24808	118
Cd247	5329
Gm23402	107
Gm32999	562
Gm37856	999
Gm37469	890
Pou2f1	16597
Gm17976	1909
Gm26665	839
Gm7626	353
Gm37923	161
Dusp27	4049
Gpa33	2742
Mael	1733
Ildr2	8251
5330438I03Rik	2845
Gm15853	2517
Tada1	4110
Pogk	9586
Gm16418	171
Gm33354	906
Gm4846	1744
Gm22992	121
Gm4847	3012
Fmo9	3065
Gm4954	1601
Gm37904	312
Gm6286	762
Gm16701	2385
Fam78b	6325
Gm17868	668
Gm37994	409
Uck2	5464
Gm37982	561
Gm2453	822
Mir6347	101
Gm37232	367
Tmco1	4764
Gm25911	56
Gm24182	107
Aldh9a1	3383
Mgst3	1097
Lrrc52	1143
Rxrg	2297
Lmx1a	3396
Gm20711	714
Pbx1	13844
Gm37524	1692
Gm38381	2275
Mir6348	120
1700063I16Rik	611
Mir6354	116
Gm37839	492
Gm5265	342
Nuf2	6341
Gm18900	584
Gm36980	622
Rgs5	4546
Rgs4	3098
Gm22114	107
Gm37586	204
Ccdc190	1734
Gm15852	915
Hsd17b7	5104
3110045C21Rik	1135
Ddr2	9264
Uap1	4011
Gm37748	1140
Gm37502	356
Uhmk1	8101
4930500M09Rik	1563
Sh2d1b2	2542
Gm6345	1691
Sh2d1b1	2544
Gm7694	3827
Nos1ap	7249
Spata46	771
Gm7299	581
Olfml2b	3095
Atf6	9231
Gm23523	107
Gm25235	107
Gm9929	1671
Dusp12	2743
Gm26620	817
Fcrlb	1284
Fcrla	1745
Gm2962	336
Gm37030	295
Fcgr2b	5790
Gm38204	619
Gm10522	1163
Fcgr4	1256
Gm26110	165
Fcgr3	1736
Mir6546	62
Gm27552	62
Gm27844	62
Cfap126	1774
Sdhc	3250
Mpz	2111
Pcp4l1	1577
Nr1i3	4414
Tomm40l	5135
Apoa2	537
Fcer1g	874
Ndufs2	2313
Adamts4	4810
B4galt3	5467
Ppox	4515
Usp21	4756
Ufc1	2070
Rpl27-ps1	408
Gm25151	91
Gm20045	5577
Dedd	5861
Nit1	4932
Pfdn2	1937
Gm37154	1290
Klhdc9	1558
Gm37097	336
Nectin4	3746
Arhgap30	8591
Usf1	2806
Tstd1	867
F11r	2663
B930036N10Rik	3544
Gm24871	116
Alyref2	1273
Gm9765	321
Itln1	1141
Gm37450	170
Cd244a	4876
Ly9	3307
Slamf7	4577
Gm37787	585
Mir7683	61
A630035G10Rik	2562
Gm37981	535
Cd48	1189
Gm37010	1704
Tma7-ps	195
Gm37693	234
Gm19030	552
Gm26412	55
Gm22950	107
Slamf1	6156
Cd84	6272
Gm10521	2574
Gm37065	2117
Slamf6	10832
Vangl2	6990
Nhlh1	2464
Ncstn	3975
Copa	9427
Gm38164	330
Gm37756	942
Pex19	3815
Gm10171	628
Dcaf8	12996
Pea15a	3861
Casq1	1951
Gm17224	500
Atp1a4	3667
Gm37950	364
Igsf8	5217
Atp1a2	7038
Kcnj9	4288
Gm36937	429
Kcnj10	5407
Pigm	7554
Gm37145	2756
Gm7804	1339
Slamf9	1313
Igsf9	6612
Tagln2	2082
Gm37125	1559
Cfap45	5717
4933439K11Rik	2946
Vsig8	1879
Slamf8	3079
Fcrl6	2678
Dusp23	1410
Gm2710	603
Gm22383	327
Crp	3444
Gm38051	433
Gm24817	105
9430083B18Rik	863
Apcs	971
Gm26077	123
Olfr16	2690
Gm42472	859
Gm42475	295
Olfr1409-ps1	252
Olfr1408	3453
Olfr1407-ps1	797
Olfr1406	3203
Olfr218	3623
Olfr1404	3686
Fcer1a	998
Olfr418	4388
Mptx2	794
Ackr1	1405
Cadm3	7248
Aim2	3501
Ifi206	3054
Ifi214	8107
Gm44481	84
Ifi213	6840
Ifi209	3547
Gm44339	84
Ifi208	5258
Gm18752	917
Gm7871	618
Ifi207	3422
Ifi204	3561
Ifi203-ps	2556
Gm7897	554
Mndal	3591
Gm38050	238
Ifi211	1785
Ifi203	6706
Ifi202b	1697
Gm18445	774
Ifi205	4177
Olfr433	3707
Olfr432	4533
Olfr431-ps1	544
Olfr430	4102
Olfr429	2510
Olfr428-ps1	466
Olfr427	3866
Gm37417	454
Olfr231	5204
Olfr424	1642
Olfr258-ps1	1085
Olfr421-ps1	1050
Olfr420	3806
Gm43440	729
Spta1	9691
Olfr419	2685
Mptx1	799
Olfr417	6080
Olfr416-ps1	804
Olfr248	1010
Olfr414	4526
Olfr220	3286
Fmn2	7960
Grem2	3745
Rgs7	6019
5730408A14Rik	1824
Gm36307	953
Fh1	3392
Kmo	4724
Opn3	1913
Chml	6975
Wdr64	3997
Gm25560	176
Exo1	8422
Gm23805	107
Gm38100	1799
Gm37668	1944
Pld5	10094
Rbm8a2	1338
Gm38081	1645
Gm37916	2435
Gm38101	3557
Gm17965	517
Gm38152	3566
Gm36536	959
Gm17966	594
Gm26104	108
Cep170	18049
3110062G12Rik	1419
Gm38104	1895
Gm36992	428
Mir350	99
Gm25288	265
Sdccag8	4129
Gm38158	339
Gm38053	160
Gm25993	80
Gm37246	835
Gm37490	724
Gm15423	1430
Gm37519	2210
Akt3	5124
Gm37960	1897
Gm37106	1532
Gm37598	1301
Gm38146	1293
Gm37706	2765
Gm37463	796
Gm38328	317
Gm26801	1791
Zbtb18	6138
Gm29856	1258
Gm37306	1233
Gm37280	375
Gm37858	1231
2310043L19Rik	698
1700016C15Rik	768
Adss	4531
Gm16585	610
Catspere1	3435
Catspere2	5260
Gm37313	290
Gm25312	107
Gm8010	873
Desi2	9156
Gm8023	903
4930527J03Rik	595
Gm37486	405
B230369F24Rik	2560
Cox20	883
Hnrnpu	11599
Gm38300	1870
Gm27458	121
Gm24919	106
Efcab2	4151
Kif26b	14696
Gm24405	167
Gm34176	474
Gm16564	3010
Smyd3	9184
Gm5561	480
Tfb2m	2804
Gm15480	519
Cnst	8859
Sccpdh	7562
Kif28	3552
Ahctf1	15116
Gm10518	1301
Gm37070	460
Cdc42bpa	21522
Gm38169	2539
Gm38331	2671
Coq8a	5293
Gm37336	1080
Psen2	4332
Gm31728	435
Gm5069	1328
Itpkb	10463
Gm37033	7350
Gm37390	872
Gm36933	3071
Stum	7375
Gm37984	3733
Gm37267	681
Parp1	5293
Mir6904	67
Lin9	7244
Mixl1	2294
Gm8101	478
Acbd3	6780
Gm37768	887
Gm38293	600
H3f3a	3504
H3f3aos	3044
Gm24836	108
Sde2	3471
Gm20305	177
Gm18036	272
Lefty2	2611
Pycr2	2958
Lefty1	1758
Tmem63a	4492
2210411M09Rik	643
Gm36961	132
Ephx1	1950
Gm37431	111
Gm37086	3452
9130409I23Rik	1898
Gm17967	647
Gm37406	500
Gm6606	947
Nvl	13488
Fgfr3-ps	1137
Cnih4	3783
Wdr26	8297
