"ID" "length" "ENSEMBL"
"471" "Abcc10" 4561 "ENSMUSG00000032842"
"472" "Abcc12" 4072 "ENSMUSG00000036872"
"473" "Abcc2" 4600 "ENSMUSG00000025194"
"474" "Abcc3" 4541 "ENSMUSG00000020865"
"475" "Abcc4" 3947 "ENSMUSG00000032849"
"476" "Abcc5" 4282 "ENSMUSG00000022822"
"477" "Abcc6" 4466 "ENSMUSG00000030834"
"478" "Abcc8" 4728 "ENSMUSG00000040136"
"479" "Abcc9" 4603 "ENSMUSG00000030249"
"480" "Abcd1" 2201 "ENSMUSG00000031378"
"481" "Abcd2" 2216 "ENSMUSG00000055782"
"482" "Abcd3" 1957 "ENSMUSG00000028127"
"483" "Abcd4" 1802 "ENSMUSG00000021240"
"484" "Abce1" 1783 "ENSMUSG00000058355"
"485" "Abcf1" 2491 "ENSMUSG00000038762"
"486" "Abcf2" 1874 "ENSMUSG00000028953"
"487" "Abcf3" 2109 "ENSMUSG00000003234"
"488" "Abcg1" 1986 "ENSMUSG00000024030"
"489" "Abcg2" 1959 "ENSMUSG00000029802"
"490" "Abcg3" 1938 "ENSMUSG00000029299"
"491" "Abcg4" 1927 "ENSMUSG00000032131"
"492" "Abcg5" 1946 "ENSMUSG00000040505"
"493" "Abcg8" 2009 "ENSMUSG00000024254"
"494" "Abhd10" 889 "ENSMUSG00000033157"
"495" "Abhd11" 918 "ENSMUSG00000040532"
"496" "Abhd12" 1184 "ENSMUSG00000032046"
"497" "Abhd12b" 1067 "ENSMUSG00000090121"
"498" "Abhd13" 1013 "ENSMUSG00000040396"
"499" "Abhd14b" 630 "ENSMUSG00000042073"
"500" "Abhd15" 1378 "ENSMUSG00000000686"
"501" "Abhd16a" 1657 "ENSMUSG00000007036"
"502" "Abhd16b" 1424 "ENSMUSG00000055882"
"503" "Abhd17a" 929 "ENSMUSG00000003346"
"504" "Abhd17b" 864 "ENSMUSG00000047368"
"505" "Abhd17c" 960 "ENSMUSG00000038459"
"506" "Abhd18" 1383 "ENSMUSG00000037818"
"507" "Abhd18" 1383 "ENSMUSG00000115963"
"508" "Abhd2" 1269 "ENSMUSG00000039202"
"509" "Abhd3" 1227 "ENSMUSG00000002475"
"510" "Abhd4" 951 "ENSMUSG00000040997"
"511" "Abhd5" 1049 "ENSMUSG00000032540"
"512" "Abhd6" 1003 "ENSMUSG00000025277"
"513" "Abhd8" 1315 "ENSMUSG00000007950"
"514" "Abi1" 1435 "ENSMUSG00000058835"
"515" "Abi2" 1452 "ENSMUSG00000026782"
"516" "Abi3" 1096 "ENSMUSG00000018381"
"517" "Abi3bp" 3500 "ENSMUSG00000035258"
"518" "Abitram" 576 "ENSMUSG00000038827"
"519" "Abl1" 3418 "ENSMUSG00000026842"
"520" "Abl2" 3537 "ENSMUSG00000026596"
"521" "Ablim1" 2560 "ENSMUSG00000025085"
"522" "Ablim2" 1973 "ENSMUSG00000029095"
"523" "Ablim3" 2026 "ENSMUSG00000032735"
"524" "Abo" 993 "ENSMUSG00000015787"
"525" "Abr" 2594 "ENSMUSG00000017631"
"526" "Abra" 1126 "ENSMUSG00000042895"
"527" "Abracl" 244 "ENSMUSG00000078453"
"528" "Abraxas1" 1215 "ENSMUSG00000035234"
"529" "Abraxas2" 1266 "ENSMUSG00000030965"
"530" "Abt1" 807 "ENSMUSG00000036376"
"531" "Abtb1" 1425 "ENSMUSG00000030083"
"532" "Abtb2" 3058 "ENSMUSG00000032724"
"533" "Acaa1a" 1263 "ENSMUSG00000036138"
"534" "Acaa1b" 1263 "ENSMUSG00000010651"
"535" "Acaa2" 1184 "ENSMUSG00000036880"
"536" "Acaca" 6984 "ENSMUSG00000020532"
"537" "Acacb" 7295 "ENSMUSG00000042010"
"538" "Acad10" 3190 "ENSMUSG00000029456"
"539" "Acad11" 2320 "ENSMUSG00000090150"
"540" "Acad12" 1658 "ENSMUSG00000042647"
"541" "Acad8" 1231 "ENSMUSG00000031969"
"542" "Acad9" 1860 "ENSMUSG00000027710"
"543" "Acadl" 1282 "ENSMUSG00000026003"
"544" "Acadm" 1254 "ENSMUSG00000062908"
"545" "Acads" 1229 "ENSMUSG00000029545"
"546" "Acadsb" 1288 "ENSMUSG00000030861"
"547" "Acadvl" 1951 "ENSMUSG00000018574"
"548" "Acan" 6383 "ENSMUSG00000030607"
"549" "Acap1" 2201 "ENSMUSG00000001588"
"550" "Acap2" 2290 "ENSMUSG00000049076"
"551" "Acap3" 2478 "ENSMUSG00000029033"
"552" "Acat1" 1263 "ENSMUSG00000032047"
"553" "Acat2" 1185 "ENSMUSG00000023832"
"554" "Acat3" 1185 "ENSMUSG00000062480"
"555" "Acbd3" 1570 "ENSMUSG00000026499"
"556" "Acbd4" 857 "ENSMUSG00000056938"
"557" "Acbd5" 1549 "ENSMUSG00000026781"
"558" "Acbd6" 841 "ENSMUSG00000033701"
"559" "Acbd7" 263 "ENSMUSG00000026644"
"560" "Accs" 1495 "ENSMUSG00000040272"
"561" "Accsl" 1728 "ENSMUSG00000075023"
"562" "Acd" 1240 "ENSMUSG00000038000"
"563" "Ace" 3914 "ENSMUSG00000020681"
"564" "Ace2" 2400 "ENSMUSG00000015405"
"565" "Ace3" 2200 "ENSMUSG00000101605"
"566" "Acer1" 816 "ENSMUSG00000045019"
"567" "Acer2" 822 "ENSMUSG00000038007"
"568" "Acer3" 793 "ENSMUSG00000030760"
"569" "Ache" 1841 "ENSMUSG00000023328"
"570" "Acin1" 3998 "ENSMUSG00000022185"
"571" "Ackr1" 1003 "ENSMUSG00000037872"
"572" "Ackr2" 1136 "ENSMUSG00000044534"
"573" "Ackr3" 1088 "ENSMUSG00000044337"
"574" "Ackr4" 1052 "ENSMUSG00000079355"
"575" "Acly" 3278 "ENSMUSG00000020917"
"576" "Acmsd" 1001 "ENSMUSG00000026348"
"577" "Acnat1" 1248 "ENSMUSG00000070985"
"578" "Acnat2" 1260 "ENSMUSG00000060317"
"579" "Aco1" 2650 "ENSMUSG00000028405"
"580" "Aco2" 2325 "ENSMUSG00000022477"
"581" "Acod1" 1462 "ENSMUSG00000022126"
"582" "Acot1" 1257 "ENSMUSG00000072949"
"583" "Acot10" 1319 "ENSMUSG00000047565"
"584" "Acot11" 1829 "ENSMUSG00000034853"
"585" "Acot12" 1656 "ENSMUSG00000021620"
"586" "Acot13" 420 "ENSMUSG00000006717"
"587" "Acot2" 1359 "ENSMUSG00000021226"
"588" "Acot3" 1296 "ENSMUSG00000021228"
"589" "Acot4" 1263 "ENSMUSG00000052392"
"590" "Acot5" 1263 "ENSMUSG00000042540"
"591" "Acot6" 1257 "ENSMUSG00000043487"
"592" "Acot7" 1137 "ENSMUSG00000028937"
"593" "Acot8" 957 "ENSMUSG00000017307"
"594" "Acot9" 1305 "ENSMUSG00000025287"
"595" "Acox1" 1972 "ENSMUSG00000020777"
"596" "Acox2" 2032 "ENSMUSG00000021751"
"597" "Acox3" 2086 "ENSMUSG00000029098"
"598" "Acoxl" 1881 "ENSMUSG00000027380"
"599" "Acp1" 471 "ENSMUSG00000044573"
"600" "Acp2" 1294 "ENSMUSG00000002103"
"601" "Acp4" 1267 "ENSMUSG00000012777"
"602" "Acp5" 980 "ENSMUSG00000001348"
"603" "Acp6" 1247 "ENSMUSG00000028093"
"604" "Acp7" 1305 "ENSMUSG00000037469"
"605" "Acpp" 1243 "ENSMUSG00000032561"
"606" "Acr" 1306 "ENSMUSG00000022622"
"607" "Acrbp" 1613 "ENSMUSG00000072770"
"608" "Acrv1" 782 "ENSMUSG00000032110"
"609" "Acsbg1" 2152 "ENSMUSG00000032281"
"610" "Acsbg2" 1991 "ENSMUSG00000024207"
"611" "Acsbg3" 2105 "ENSMUSG00000024209"
"612" "Acsf2" 1832 "ENSMUSG00000076435"
"613" "Acsf3" 1743 "ENSMUSG00000015016"
"614" "Acsl1" 2080 "ENSMUSG00000018796"
"615" "Acsl3" 2149 "ENSMUSG00000032883"
"616" "Acsl4" 2122 "ENSMUSG00000031278"
"617" "Acsl5" 2032 "ENSMUSG00000024981"
"618" "Acsl6" 2148 "ENSMUSG00000020333"
"619" "Acsm1" 1709 "ENSMUSG00000033533"
"620" "Acsm2" 1789 "ENSMUSG00000030945"
"621" "Acsm3" 1730 "ENSMUSG00000030935"
"622" "Acsm4" 1730 "ENSMUSG00000047026"
"623" "Acsm5" 1724 "ENSMUSG00000030972"
"624" "Acss1" 2035 "ENSMUSG00000027452"
"625" "Acss2" 2088 "ENSMUSG00000027605"
"626" "Acss3" 2033 "ENSMUSG00000035948"
"627" "Acta1" 1128 "ENSMUSG00000031972"
"628" "Acta2" 1126 "ENSMUSG00000035783"
"629" "Actb" 1123 "ENSMUSG00000029580"
"630" "Actbl2" 1130 "ENSMUSG00000055194"
"631" "Actc1" 1128 "ENSMUSG00000068614"
"632" "Acte1" 1111 "ENSMUSG00000031085"
"633" "Actg1" 1123 "ENSMUSG00000062825"
"634" "Actg2" 1123 "ENSMUSG00000059430"
"635" "Actl10" 1040 "ENSMUSG00000078129"
"636" "Actl11" 3623 "ENSMUSG00000066368"
"637" "Actl6a" 1276 "ENSMUSG00000027671"
"638" "Actl6b" 1267 "ENSMUSG00000029712"
"639" "Actl7a" 1322 "ENSMUSG00000070979"
"640" "Actl7b" 1256 "ENSMUSG00000070980"
"641" "Actl9" 1247 "ENSMUSG00000092519"
"642" "Actn1" 2658 "ENSMUSG00000015143"
"643" "Actn2" 2664 "ENSMUSG00000052374"
"644" "Actn3" 2682 "ENSMUSG00000006457"
"645" "Actn4" 2718 "ENSMUSG00000054808"
"646" "Actr10" 1241 "ENSMUSG00000021076"
"647" "Actr1a" 1120 "ENSMUSG00000025228"
"648" "Actr1b" 1120 "ENSMUSG00000037351"
"649" "Actr2" 1176 "ENSMUSG00000020152"
"650" "Actr3" 1245 "ENSMUSG00000026341"
"651" "Actr3b" 1245 "ENSMUSG00000056367"
"652" "Actr5" 1818 "ENSMUSG00000037761"
"653" "Actr6" 1180 "ENSMUSG00000019948"
"654" "Actr8" 1862 "ENSMUSG00000015971"
"655" "Actrt1" 1130 "ENSMUSG00000046615"
"656" "Actrt2" 1133 "ENSMUSG00000051276"
"657" "Actrt3" 1108 "ENSMUSG00000037737"
"658" "Acvr1" 1521 "ENSMUSG00000026836"
"659" "Acvr1b" 1509 "ENSMUSG00000000532"
"660" "Acvr1c" 1473 "ENSMUSG00000026834"
"661" "Acvr2a" 1531 "ENSMUSG00000052155"
"662" "Acvr2b" 1601 "ENSMUSG00000061393"
"663" "Acvrl1" 1500 "ENSMUSG00000000530"
"664" "Acy1" 1213 "ENSMUSG00000023262"
"665" "Acy3" 951 "ENSMUSG00000024866"
"666" "Acyp1" 471 "ENSMUSG00000008822"
"667" "Acyp2" 317 "ENSMUSG00000060923"
"668" "Ada" 1048 "ENSMUSG00000017697"
"669" "Adad1" 1848 "ENSMUSG00000027719"
"670" "Adad2" 1676 "ENSMUSG00000024266"
"671" "Adal" 1073 "ENSMUSG00000027259"
"672" "Adam10" 2234 "ENSMUSG00000054693"
"673" "Adam11" 2311 "ENSMUSG00000020926"
"674" "Adam12" 2689 "ENSMUSG00000054555"
"675" "Adam15" 2572 "ENSMUSG00000028041"
"676" "Adam17" 2521 "ENSMUSG00000052593"
"677" "Adam18" 2141 "ENSMUSG00000031552"
"678" "Adam19" 2740 "ENSMUSG00000011256"
"679" "Adam1a" 2375 "ENSMUSG00000072647"
"680" "Adam1b" 2420 "ENSMUSG00000062438"
"681" "Adam2" 2188 "ENSMUSG00000022039"
"682" "Adam20" 2282 "ENSMUSG00000046282"
"683" "Adam21" 2189 "ENSMUSG00000008438"
"684" "Adam22" 2684 "ENSMUSG00000040537"
"685" "Adam23" 2490 "ENSMUSG00000025964"
"686" "Adam24" 2285 "ENSMUSG00000046723"
"687" "Adam25" 2282 "ENSMUSG00000071937"
"688" "Adam26a" 2093 "ENSMUSG00000048516"
"689" "Adam26b" 2099 "ENSMUSG00000063900"
"690" "Adam28" 2359 "ENSMUSG00000014725"
"691" "Adam29" 2291 "ENSMUSG00000046258"
"692" "Adam3" 2448 "ENSMUSG00000031553"
"693" "Adam30" 2198 "ENSMUSG00000043468"
"694" "Adam32" 2243 "ENSMUSG00000037437"
"695" "Adam33" 2373 "ENSMUSG00000027318"
"696" "Adam34" 2144 "ENSMUSG00000079058"
"697" "Adam34l" 2210 "ENSMUSG00000050190"
"698" "Adam39" 2270 "ENSMUSG00000054033"
"699" "Adam4" 2291 "ENSMUSG00000072972"
"700" "Adam5" 2295 "ENSMUSG00000031554"
"701" "Adam6a" 2264 "ENSMUSG00000043945"
"702" "Adam6b" 2270 "ENSMUSG00000051804"
"703" "Adam7" 2347 "ENSMUSG00000022056"
"704" "Adam8" 2457 "ENSMUSG00000025473"
"705" "Adam9" 2570 "ENSMUSG00000031555"
"706" "Adamdec1" 1390 "ENSMUSG00000022057"
"707" "Adamts1" 2898 "ENSMUSG00000022893"
"708" "Adamts10" 3291 "ENSMUSG00000024299"
"709" "Adamts12" 4779 "ENSMUSG00000047497"
"710" "Adamts13" 4252 "ENSMUSG00000014852"
"711" "Adamts14" 3599 "ENSMUSG00000059901"
"712" "Adamts15" 2845 "ENSMUSG00000033453"
"713" "Adamts16" 3646 "ENSMUSG00000049538"
"714" "Adamts17" 3346 "ENSMUSG00000058145"
"715" "Adamts18" 3637 "ENSMUSG00000053399"
"716" "Adamts19" 3610 "ENSMUSG00000053441"
"717" "Adamts2" 3620 "ENSMUSG00000036545"
"718" "Adamts20" 5682 "ENSMUSG00000022449"
"719" "Adamts3" 3593 "ENSMUSG00000043635"
"720" "Adamts4" 2493 "ENSMUSG00000006403"
"721" "Adamts5" 2785 "ENSMUSG00000022894"
"722" "Adamts6" 3330 "ENSMUSG00000046169"
"723" "Adamts7" 4950 "ENSMUSG00000032363"
"724" "Adamts8" 2709 "ENSMUSG00000031994"
"725" "Adamts9" 5757 "ENSMUSG00000030022"
"726" "Adamtsl1" 5234 "ENSMUSG00000066113"
"727" "Adamtsl2" 2856 "ENSMUSG00000036040"
"728" "Adamtsl3" 5091 "ENSMUSG00000070469"
"729" "Adamtsl4" 3094 "ENSMUSG00000015850"
"730" "Adamtsl5" 1447 "ENSMUSG00000043822"
"731" "Adap1" 1114 "ENSMUSG00000056413"
"732" "Adap2" 1135 "ENSMUSG00000020709"
"733" "Adar" 3522 "ENSMUSG00000027951"
"734" "Adarb1" 2127 "ENSMUSG00000020262"
"735" "Adarb2" 2228 "ENSMUSG00000052551"
"736" "Adat1" 1491 "ENSMUSG00000031949"
"737" "Adat2" 570 "ENSMUSG00000019808"
"738" "Adat3" 1049 "ENSMUSG00000113640"
"739" "Adck1" 1568 "ENSMUSG00000021044"
"740" "Adck2" 1846 "ENSMUSG00000046947"
"741" "Adck5" 1734 "ENSMUSG00000022550"
"742" "Adcy1" 3337 "ENSMUSG00000020431"
"743" "Adcy10" 4812 "ENSMUSG00000026567"
"744" "Adcy2" 3263 "ENSMUSG00000021536"
"745" "Adcy3" 3417 "ENSMUSG00000020654"
"746" "Adcy4" 3209 "ENSMUSG00000022220"
"747" "Adcy5" 3768 "ENSMUSG00000022840"
"748" "Adcy6" 3486 "ENSMUSG00000022994"
"749" "Adcy7" 3275 "ENSMUSG00000031659"
"750" "Adcy8" 3732 "ENSMUSG00000022376"
"751" "Adcy9" 4052 "ENSMUSG00000005580"
"752" "Adcyap1" 524 "ENSMUSG00000024256"
"753" "Adcyap1r1" 1475 "ENSMUSG00000029778"
"754" "Add1" 2194 "ENSMUSG00000029106"
"755" "Add2" 2164 "ENSMUSG00000030000"
"756" "Add3" 2107 "ENSMUSG00000025026"
"757" "Adgb" 1061 "ENSMUSG00000050994"
"758" "Adgra1" 1731 "ENSMUSG00000025475"
"759" "Adgra2" 3992 "ENSMUSG00000031486"
"760" "Adgra3" 3914 "ENSMUSG00000029090"
"761" "Adgrb1" 4719 "ENSMUSG00000034730"
"762" "Adgrb2" 4657 "ENSMUSG00000028782"
"763" "Adgrb3" 4539 "ENSMUSG00000033569"
"764" "Adgrd1" 2686 "ENSMUSG00000044017"
"765" "Adgre1" 2774 "ENSMUSG00000004730"
"766" "Adgre4" 2054 "ENSMUSG00000032915"
"767" "Adgre5" 2437 "ENSMUSG00000002885"
"768" "Adgrf1" 2713 "ENSMUSG00000041293"
"769" "Adgrf2" 1930 "ENSMUSG00000057899"
"770" "Adgrf3" 2962 "ENSMUSG00000067642"
"771" "Adgrf4" 2089 "ENSMUSG00000023918"
"772" "Adgrf5" 4027 "ENSMUSG00000056492"
"773" "Adgrg1" 2051 "ENSMUSG00000031785"
"774" "Adgrg2" 3004 "ENSMUSG00000031298"
"775" "Adgrg3" 1617 "ENSMUSG00000060470"
"776" "Adgrg4" 9199 "ENSMUSG00000053852"
"777" "Adgrg5" 1564 "ENSMUSG00000061577"
"778" "Adgrg6" 3474 "ENSMUSG00000039116"
"779" "Adgrg7" 2342 "ENSMUSG00000022755"
"780" "Adgrl1" 4379 "ENSMUSG00000013033"
"781" "Adgrl2" 4440 "ENSMUSG00000028184"
"782" "Adgrl3" 4607 "ENSMUSG00000037605"
"783" "Adgrl4" 2204 "ENSMUSG00000039167"
"784" "Adgrv1" 18807 "ENSMUSG00000069170"
"785" "Adh1" 1119 "ENSMUSG00000074207"
"786" "Adh4" 1125 "ENSMUSG00000037797"
"787" "Adh5" 1116 "ENSMUSG00000028138"
"788" "Adh6a" 1119 "ENSMUSG00000053054"
"789" "Adh6b" 1146 "ENSMUSG00000074206"
"790" "Adh7" 1116 "ENSMUSG00000055301"
"791" "Adhfe1" 1384 "ENSMUSG00000025911"
"792" "Adi1" 536 "ENSMUSG00000020629"
"793" "Adig" 241 "ENSMUSG00000044405"
"794" "Adipoq" 742 "ENSMUSG00000022878"
"795" "Adipor1" 1121 "ENSMUSG00000026457"
"796" "Adipor2" 1154 "ENSMUSG00000030168"
"797" "Adk" 1075 "ENSMUSG00000039197"
"798" "Adm" 552 "ENSMUSG00000030790"
"799" "Adm2" 451 "ENSMUSG00000054136"
"800" "Adnp" 3324 "ENSMUSG00000051149"
"801" "Adnp2" 3495 "ENSMUSG00000053950"
"802" "Ado" 770 "ENSMUSG00000057134"
"803" "Ado" 770 "ENSMUSG00000116486"
"804" "Adora1" 979 "ENSMUSG00000042429"
"805" "Adora2a" 1231 "ENSMUSG00000020178"
"806" "Adora2b" 997 "ENSMUSG00000018500"
"807" "Adora3" 958 "ENSMUSG00000000562"
"808" "Adpgk" 1484 "ENSMUSG00000025236"
"809" "Adprh" 1086 "ENSMUSG00000002844"
"810" "Adprhl1" 1055 "ENSMUSG00000031448"
"811" "Adprhl2" 1107 "ENSMUSG00000042558"
"812" "Adprm" 1020 "ENSMUSG00000020910"
"813" "Adra1a" 1399 "ENSMUSG00000045875"
"814" "Adra1b" 1546 "ENSMUSG00000050541"
"815" "Adra1d" 1687 "ENSMUSG00000027335"
"816" "Adra2a" 1397 "ENSMUSG00000033717"
"817" "Adra2b" 1346 "ENSMUSG00000058620"
"818" "Adra2c" 1376 "ENSMUSG00000045318"
"819" "Adrb1" 1400 "ENSMUSG00000035283"
"820" "Adrb2" 1256 "ENSMUSG00000045730"
"821" "Adrb3" 1201 "ENSMUSG00000031489"
"822" "Adrm1" 1215 "ENSMUSG00000039041"
"823" "Adsl" 1442 "ENSMUSG00000022407"
"824" "Adss" 1358 "ENSMUSG00000015961"
"825" "Adssl1" 1361 "ENSMUSG00000011148"
"826" "Adtrp" 782 "ENSMUSG00000058022"
"827" "Aebp1" 3366 "ENSMUSG00000020473"
"828" "Aebp2" 1506 "ENSMUSG00000030232"
"829" "Aen" 1008 "ENSMUSG00000030609"
"830" "Afap1" 2180 "ENSMUSG00000029094"
"831" "Afap1l1" 2288 "ENSMUSG00000033032"
"832" "Afap1l2" 2512 "ENSMUSG00000025083"
"833" "Afdn" 5430 "ENSMUSG00000068036"
"834" "Aff1" 3661 "ENSMUSG00000029313"
"835" "Aff2" 3799 "ENSMUSG00000031189"
"836" "Aff3" 3668 "ENSMUSG00000037138"
"837" "Aff4" 3463 "ENSMUSG00000049470"
"838" "Afg1l" 1430 "ENSMUSG00000038302"
"839" "Afg3l1" 2353 "ENSMUSG00000031967"
"840" "Afg3l2" 2392 "ENSMUSG00000024527"
"841" "Afm" 1813 "ENSMUSG00000029369"
"842" "Afmid" 907 "ENSMUSG00000017718"
"843" "Afp" 1804 "ENSMUSG00000054932"
"844" "Aftph" 2787 "ENSMUSG00000049659"
"845" "Aga" 1032 "ENSMUSG00000031521"
"846" "Agap1" 2556 "ENSMUSG00000055013"
"847" "Agap2" 3542 "ENSMUSG00000025422"
"848" "Agap3" 2715 "ENSMUSG00000023353"
"849" "Agbl1" 3346 "ENSMUSG00000025754"
"850" "Agbl2" 2573 "ENSMUSG00000040812"
"851" "Agbl3" 3002 "ENSMUSG00000038836"
"852" "Agbl4" 1610 "ENSMUSG00000061298"
"853" "Agbl5" 2526 "ENSMUSG00000029165"
"854" "Ager" 1198 "ENSMUSG00000015452"
"855" "Agfg1" 1673 "ENSMUSG00000026159"
"856" "Agfg2" 1460 "ENSMUSG00000029722"
"857" "Aggf1" 2122 "ENSMUSG00000021681"
"858" "Agk" 1251 "ENSMUSG00000029916"
"859" "Agl" 4566 "ENSMUSG00000033400"
"860" "Agmat" 1070 "ENSMUSG00000040706"
"861" "Agmo" 1331 "ENSMUSG00000050103"
"862" "Ago1" 2555 "ENSMUSG00000041530"
"863" "Ago2" 2564 "ENSMUSG00000036698"
"864" "Ago3" 2564 "ENSMUSG00000028842"
"865" "Ago4" 2568 "ENSMUSG00000042500"
"866" "Agpat1" 852 "ENSMUSG00000034254"
"867" "Agpat2" 831 "ENSMUSG00000026922"
"868" "Agpat3" 1123 "ENSMUSG00000001211"
"869" "Agpat4" 1129 "ENSMUSG00000023827"
"870" "Agpat5" 1090 "ENSMUSG00000031467"
"871" "Agps" 1996 "ENSMUSG00000042410"
"872" "Agr2" 521 "ENSMUSG00000020581"
"873" "Agr3" 491 "ENSMUSG00000036231"
"874" "Agrn" 6069 "ENSMUSG00000041936"
"875" "Agrp" 393 "ENSMUSG00000005705"
"876" "Agt" 1430 "ENSMUSG00000031980"
"877" "Agtpbp1" 3632 "ENSMUSG00000021557"
"878" "Agtr1a" 1079 "ENSMUSG00000049115"
"879" "Agtr1b" 1079 "ENSMUSG00000054988"
"880" "Agtr2" 1091 "ENSMUSG00000068122"
"881" "Agtrap" 481 "ENSMUSG00000029007"
"882" "Agxt" 1234 "ENSMUSG00000026272"
"883" "Agxt2" 1612 "ENSMUSG00000089678"
"884" "Ahctf1" 6697 "ENSMUSG00000026491"
"885" "Ahcy" 1289 "ENSMUSG00000027597"
"886" "Ahcyl1" 1576 "ENSMUSG00000027893"
"887" "Ahcyl2" 1825 "ENSMUSG00000029772"
"888" "Ahdc1" 4784 "ENSMUSG00000037692"
"889" "Ahi1" 3121 "ENSMUSG00000019986"
"890" "Ahnak" 16968 "ENSMUSG00000069833"
"891" "Ahnak2" 2312 "ENSMUSG00000072812"
"892" "Ahr" 2407 "ENSMUSG00000019256"
"893" "Ahrr" 2096 "ENSMUSG00000021575"
"894" "Ahsa1" 1008 "ENSMUSG00000021037"
"895" "Ahsa2" 987 "ENSMUSG00000020288"
"896" "Ahsg" 1031 "ENSMUSG00000022868"
"897" "Aicda" 592 "ENSMUSG00000040627"
"898" "Aida" 908 "ENSMUSG00000042901"
"899" "Aif1" 438 "ENSMUSG00000024397"
"900" "Aif1l" 447 "ENSMUSG00000001864"
"901" "Aifm1" 1823 "ENSMUSG00000036932"
"902" "Aifm2" 1135 "ENSMUSG00000020085"
"903" "Aifm3" 1798 "ENSMUSG00000022763"
"904" "Aig1" 783 "ENSMUSG00000019806"
"905" "Aim2" 1060 "ENSMUSG00000037860"
"906" "Aimp1" 953 "ENSMUSG00000028029"
"907" "Aimp2" 959 "ENSMUSG00000029610"
"908" "Aip" 987 "ENSMUSG00000024847"
"909" "Aip" 987 "ENSMUSG00000097319"
"910" "Aipl1" 981 "ENSMUSG00000040554"
"911" "Aire" 1645 "ENSMUSG00000000731"
"912" "Ajap1" 1234 "ENSMUSG00000039546"
"913" "Ajm1" 2924 "ENSMUSG00000029419"
"914" "Ajuba" 1636 "ENSMUSG00000022178"
"915" "Ak1" 627 "ENSMUSG00000026817"
"916" "Ak2" 714 "ENSMUSG00000028792"
"917" "Ak3" 679 "ENSMUSG00000024782"
"918" "Ak4" 667 "ENSMUSG00000028527"
"919" "Ak5" 1675 "ENSMUSG00000039058"
"920" "Ak6" 514 "ENSMUSG00000078941"
"921" "Ak7" 2154 "ENSMUSG00000041323"
"922" "Ak8" 1427 "ENSMUSG00000026807"
"923" "Akain1" 208 "ENSMUSG00000091636"
"924" "Akap1" 2564 "ENSMUSG00000018428"
"925" "Akap10" 1974 "ENSMUSG00000047804"
"926" "Akap11" 5677 "ENSMUSG00000022016"
"927" "Akap12" 5052 "ENSMUSG00000038587"
"928" "Akap13" 8295 "ENSMUSG00000066406"
"929" "Akap14" 1606 "ENSMUSG00000036551"
"930" "Akap17b" 2875 "ENSMUSG00000059708"
"931" "Akap3" 2592 "ENSMUSG00000030344"
"932" "Akap4" 2544 "ENSMUSG00000050089"
"933" "Akap5" 2237 "ENSMUSG00000021057"
"934" "Akap6" 6912 "ENSMUSG00000061603"
"935" "Akap7" 938 "ENSMUSG00000039166"
"936" "Akap8" 2050 "ENSMUSG00000024045"
"937" "Akap8l" 1912 "ENSMUSG00000002625"
"938" "Akap9" 11292 "ENSMUSG00000040407"
"939" "Akip1" 634 "ENSMUSG00000031023"
"940" "Akirin1" 571 "ENSMUSG00000023075"
"941" "Akirin2" 601 "ENSMUSG00000028291"
"942" "Akna" 4194 "ENSMUSG00000039158"
"943" "Aknad1" 2017 "ENSMUSG00000049565"
"944" "Akp3" 1669 "ENSMUSG00000036500"
"945" "Akr1a1" 970 "ENSMUSG00000028692"
"946" "Akr1b10" 941 "ENSMUSG00000061758"
"947" "Akr1b3" 941 "ENSMUSG00000001642"
"948" "Akr1b7" 941 "ENSMUSG00000052131"
"949" "Akr1b8" 941 "ENSMUSG00000029762"
"950" "Akr1c12" 963 "ENSMUSG00000021211"
"951" "Akr1c13" 963 "ENSMUSG00000021213"
"952" "Akr1c14" 963 "ENSMUSG00000033715"
"953" "Akr1c18" 963 "ENSMUSG00000021214"
"954" "Akr1c19" 963 "ENSMUSG00000071551"
"955" "Akr1c20" 963 "ENSMUSG00000054757"
"956" "Akr1c21" 963 "ENSMUSG00000021207"
"957" "Akr1c6" 963 "ENSMUSG00000021210"
"958" "Akr1cl" 960 "ENSMUSG00000025955"
"959" "Akr1d1" 969 "ENSMUSG00000038641"
"960" "Akr1e1" 896 "ENSMUSG00000045410"
"961" "Akr7a5" 1097 "ENSMUSG00000028743"
"962" "Akt1" 1430 "ENSMUSG00000001729"
"963" "Akt1s1" 847 "ENSMUSG00000011096"
"964" "Akt2" 1433 "ENSMUSG00000004056"
"965" "Akt3" 1427 "ENSMUSG00000019699"
"966" "Aktip" 870 "ENSMUSG00000031667"
"967" "Alad" 982 "ENSMUSG00000028393"
"968" "Alas1" 1919 "ENSMUSG00000032786"
"969" "Alas2" 1754 "ENSMUSG00000025270"
"970" "Alb" 1813 "ENSMUSG00000029368"
"971" "Albfm1" 1849 "ENSMUSG00000070690"
"972" "Alcam" 1737 "ENSMUSG00000022636"
"973" "Aldh16a1" 2392 "ENSMUSG00000007833"
"974" "Aldh18a1" 2371 "ENSMUSG00000025007"
"975" "Aldh1a1" 1493 "ENSMUSG00000053279"
"976" "Aldh1a2" 1544 "ENSMUSG00000013584"
"977" "Aldh1a3" 1526 "ENSMUSG00000015134"
"978" "Aldh1a7" 1493 "ENSMUSG00000024747"
